sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,service_label_original,tired_heuristic_applied,tired_heuristic_reason
train-000500,train,청년,남성,"연애,결혼,출산",해당없음,불안,조심스러운,TIRED,회식 후 새벽에 집에 와서 아내가 잠에서 깨지 않도록 까치발로 들어왔어. 아내도 일하고 와서 피곤할 텐데 큰소리 내서 깰까 봐 조심조심했지. 아침에 어쨌든 또 잔소리하겠지만. 다음에는 안 그럴 테니 한 번만 봐 달라고 애교를 부렸지. 내일 아침도 그래야겠어.,Pro_03689,Pro_03689_00030,E38,S05_D02,ANXIOUS,True,fatigue+physical-context
train-007440,train,청년,남성,"진로,취업,직장",해당없음,기쁨,안도,CALM,이번에 취업에 성공하게 되어서 기분이 너무 좋아. 고마워. 사실 이번에도 떨어지면 정말 큰 일이어서 걱정이었거든. 삼십이 다 되도록 부모님께 용돈을 받고 있었거든. 이제 부모님께 용돈을 드릴 수 있어.,Pro_03838,Pro_03838_00016,E67,S06_D02,CALM,False,missing-fatigue-keyword
train-013591,train,청년,여성,대인관계,해당없음,기쁨,느긋,HAPPY,오해가 쌓여서 연락이 끊긴 친구와 만나서 오해를 다 풀었어. 친구와 오해도 풀고 대화도 오랜만에 나눠서 기뻤어. 앞으로는 이런 오해가 안 쌓이게 미리 서로 조심하기로 했어.,Pro_05157,Pro_05157_00024,E66,S04_D02,HAPPY,False,missing-fatigue-keyword
train-000631,train,중년,남성,"직장, 업무 스트레스",해당없음,불안,회의적인,ANXIOUS,계속되는 회의에 직원들이 적극적으로 참여하지 않아. 직원들에게 어떻게 말해야 할지 고민 중이야. 솔직하게 말해보는 것이 가장 좋은 방법인 것 같아.,Pro_07407,Pro_07407_00002,E36,S10_D02,ANXIOUS,False,missing-fatigue-keyword
train-013585,train,청년,여성,대인관계,해당없음,기쁨,느긋,HAPPY,편안하게 별말 없이 함께 산책할 동료들이 있어서 좋아. 편안한 사람들이 함께할 수 있어서 너무 행복해. 좋은 동료들과 커피 한잔하는 것도 너무 좋아.,Pro_05157,Pro_05157_00043,E66,S04_D02,HAPPY,False,missing-fatigue-keyword
train-001300,train,청소년,여성,학업 및 진로,해당없음,기쁨,신이 난,HAPPY,내가 좋아하는 친구가 나를 알아봐서 정말 기분이 좋았어. 앞으로는 그 친구와 더 친해지고 싶어. 내가 먼저 친구에게 다가가야 할 것 같아.,Pro_01799,Pro_01799_00006,E68,S02_D02,HAPPY,False,missing-fatigue-keyword
train-042651,train,중년,여성,건강,해당없음,분노,좌절한,SAD,내가 폐경이래. 나이가 든다는 게 막상 닥치니까 조금 걱정되네. 건강관리를 잘했으면 조금 늦게 왔을지도 몰라. 건강관리를 소홀히 한 내 탓인 거 같아. 노화를 극복할 수는 없지만 미리 대비하기 위해 책을 사서 공부도 하고 운동도 할 거야.,Pro_08823,Pro_08823_00020,E12,S09_D02,SAD,False,missing-fatigue-keyword
train-004828,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,자신하는,HAPPY,내 남자친구는 나만 사랑해. 맞아. 내가 세상에서 제일 이쁘데.,Pro_05280,Pro_05280_00015,E69,S05_D02,HAPPY,False,missing-fatigue-keyword
train-010305,train,청년,남성,"진로,취업,직장",해당없음,기쁨,감사하는,HAPPY,나 지금 완전 기분 좋아. 내가 일하고 싶은 회사에 취업이 됐어. 게다가 조건도 좋아.,Pro_03832,Pro_03832_00001,E61,S06_D02,HAPPY,False,missing-fatigue-keyword
train-049671,train,중년,남성,건강,해당없음,슬픔,후회되는,TIRED,중년이 되니 예전만큼 체력이 좋지 않고 조금만 일해도 피곤해서 안타깝고 슬퍼. 점점 무기력해지고 위기감도 느껴지는 것 같아. 지금의 상황이 너무나도 싫어. 꾸준히 운동하고 식단 조절하고 건강한 마음으로 살아야 할 것 같아.,Pro_07274,Pro_07274_00025,E23,S09_D02,SAD,True,fatigue+physical-context
train-033451,train,청년,여성,대인관계,해당없음,기쁨,기쁨,HAPPY,나 대인 관계가 원만해 보여서 기뻐! 예전에는 왕따를 당했었거든. 소심한 성격을 적극적인 성격으로 바꾸려고 노력하다 끝끝내 바꿨어. 참 다행이지. 하고 싶은 말도 제대로 하지 못해서 답답한 적이 많아. 그래서 나에 대한 문제점을 찾다가 해결책을 찾았지!,Pro_05151,Pro_05151_00001,E60,S04_D02,HAPPY,False,missing-fatigue-keyword
train-016276,train,노년,여성,대인관계,만성질환 유,기쁨,신뢰하는,CALM,손녀가 당뇨에 좋다고 뽑아주는 식단이 아주 효과가 좋은 것 같아 기뻐. 손녀 덕분에 당뇨가 빨리 좋아질 거 같아 손녀에게 너무 고마워서 나도 도움을 주고 싶어. 손녀를 위해서라도 빨리 건강해져야지.,Pro_11333,Pro_11333_00007,E62,S04_D01,CALM,False,missing-fatigue-keyword
train-041195,train,노년,여성,재정,만성질환 무,슬픔,낙담한,SAD,남편의 퇴직으로 어렵기도 하고 멍하니 혼자 있을 때 보면 왠지 슬퍼질 때도 있어. 갑자기 온 상황에서 나 또한 슬프지만 남편 또한 힘들었겠지. 풍족했던 삶에 어려움이 생기니까 준비를 잘했다고 해도 어려움이 오더라고.,Pro_12439,Pro_12439_00013,E28,S13_D02,SAD,False,missing-fatigue-keyword
train-040964,train,노년,여성,대인관계,만성질환 무,상처,"가난한, 불우한",SAD,결혼 생활이 불행하다고 생각되네. 남편과는 생각하는 것과 대화가 전혀 통하는 것이 없어. 먹는 음식이나 아이들 교육도 그렇고. 맨날 다툴 수도 없어 피하고 인내하다 보니 항상 혼자인 것 같아. 자격증 공부나 해볼까.,Pro_11376,Pro_11376_00003,E45,S04_D02,SAD,False,missing-fatigue-keyword
train-023838,train,중년,여성,"직장, 업무 스트레스",해당없음,분노,성가신,TIRED,오늘도 야근이라 너무 지치고 피곤해. 삼 일째 야근 하고 있고 지난주도 야근을 했어. 답답하고 지쳐서 그만하고 싶어. 다음 주에 퇴사를 말하려고 해. 휴가라도 신청하든지.,Pro_08950,Pro_08950_00010,E19,S10_D02,ANGRY,True,fatigue+physical-context
train-006415,train,청년,여성,"연애,결혼,출산",해당없음,당황,혼란스러운,ANXIOUS,갑작스러운 임신으로 결혼하게 됐어. 이게 맞는 결정인지 혼란스럽네. 축복을 받아야 하는 데 여러 가지 상황이 겹쳐서 너무 걱정돼. 회사도 다녀야 하는데 아기를 출산하면 휴가도 내야 하고 어떻게 해결해야 할지 당황스러워.,Pro_05270,Pro_05270_00002,E59,S05_D02,ANXIOUS,False,missing-fatigue-keyword
train-030414,train,청소년,여성,학교폭력/따돌림,해당없음,슬픔,비통한,SAD,학교에 가면 친구들이 괴롭혀서 슬퍼. 선생님께 말씀드려볼까 고민 중이야.,Pro_01873,Pro_01873_00015,E22,S03_D02,SAD,False,missing-fatigue-keyword
train-006420,train,청년,여성,"진로,취업,직장",해당없음,기쁨,자신하는,HAPPY,이번 프로젝트에서 내가 제안한 프로그램이 선정될 것 같아. 경쟁력이 있는 제안서였거든. 다른 팀에서 제안한 내용도 들어 봤는데 내 것이 더 경쟁력 있고 회사에서 좋아할 것 같아. 응. 앞으로도 제안서를 철저하게 분석해서 꼭 선정되도록 할 거야.,Pro_05400,Pro_05400_00023,E69,S06_D02,HAPPY,False,missing-fatigue-keyword
train-036504,train,청소년,남성,학교폭력/따돌림,해당없음,당황,부끄러운,ANXIOUS,여자애들 앞에서 따돌림을 못 참고 울어버렸어. 불쌍하게 바라보는데 너무 창피했어. 용기가 안나. 지금 그 여자애들 얼굴 표정만 회상해도 숨어버리고 싶은 마음이야.,Pro_00347,Pro_00347_00011,E56,S03_D02,ANXIOUS,False,missing-fatigue-keyword
train-034568,train,노년,여성,재정,만성질환 무,기쁨,신뢰하는,CALM,최 영감은 나에게 빌린 돈을 꼭 갚을 사람이라고 믿어. 한 번도 말을 허투루 하는 사람이 아닌 데다가 여러 번 잘 갚아왔거든. 오래 알고 지냈는데 이제는 돈 관계 말고 인간적으로 관계를 더 쌓아야겠어.,Pro_12473,Pro_12473_00020,E62,S13_D02,CALM,False,missing-fatigue-keyword
train-000802,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,자신하는,HAPPY,아직도 내가 안정적으로 회사에 다닐 수 있는 건 내가 능력이 있기 때문인 것 같아. 그렇지. 내 친구들은 모두 은퇴를 했거나 은퇴를 목전에 두고 있으니까. 지금만 같으면 나는 은퇴할 날이 아직도 한참 남은 것 같아.,Pro_07440,Pro_07440_00007,E69,S10_D02,HAPPY,False,missing-fatigue-keyword
train-034882,train,노년,여성,"건강,죽음",만성질환 무,불안,두려운,ANXIOUS,나이가 많아지면서 죽음이 다가 오는 것을 느껴. 두렵고 불안해. 언제 이렇게 나이가 들어 버렸는지 모르겠어. 죽고 싶지 않은 데 정말 두려워. 남편과 나가서 기분 전환을 해야겠어.,Pro_12202,Pro_12202_00005,E31,S11_D02,ANXIOUS,False,missing-fatigue-keyword
train-022100,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,만족스러운,HAPPY,너무나 감사하게도 아이는 우리가 바랐던 딸이었어. 이름 때문에 작명소에 갈지 아니면 아내랑 상의를 할지 고민이야. 중요한 거니까 작명소에도 한번 가 보는 게 좋을 것 같아.,Pro_03715,Pro_03715_00007,E64,S05_D02,HAPPY,False,missing-fatigue-keyword
train-020973,train,청소년,여성,가족관계,해당없음,분노,짜증내는,TIRED,밤새 게임하는 오빠 때문에 시끄러워서 잠을 못자겠어. 너무 피곤해. 오빠가 게임 좀 그만 했으면 좋겠어. 그래. 밤새 게임하려면 조용히 하라고 말해봐야겠어.,Pro_01624,Pro_01624_00016,E13,S01_D02,ANGRY,True,fatigue+physical-context
train-022682,train,청년,여성,"진로,취업,직장",해당없음,기쁨,신이 난,HAPPY,생각지도 못했는데 사장님이 갑작스레 연봉을 올려주셔서 하늘을 날아갈 것 같아. 그동안 업무량에 비해 적은 연봉으로 낙담했는데 연봉 상승이라니 애사심이 생기려고 해. 저축을 늘리려고 해. 미래를 위해 투자를 늘려보고 싶어.,Pro_05399,Pro_05399_00019,E68,S06_D02,HAPPY,False,missing-fatigue-keyword
train-035386,train,노년,여성,재정,만성질환 무,기쁨,편안한,CALM,빚을 다 갚았다는 사실에 너무 기뻐. 못 갚을까 봐 걱정이 많았거든. 일을 잠깐 쉬면서 가족하고 시간을 보내려고 해.,Pro_12474,Pro_12474_00006,E63,S13_D02,CALM,False,missing-fatigue-keyword
train-047423,train,노년,남성,대인관계,만성질환 무,슬픔,비통한,SAD,지금껏 일만 하다 이제 좀 쉴만하니 아내가 이혼하자고 해서 허탈하고 슬퍼. 나는 가족을 위해서 일만 했는데 남은 게 이혼이라니 난 너무 불행한 삶을 사는 것 같아. 아내와 진지하게 한번 더 대화를 해봐야겠어. 이대로는 아닌 것 같아.,Pro_09793,Pro_09793_00033,E22,S04_D02,SAD,False,missing-fatigue-keyword
train-034304,train,청소년,남성,학업 및 진로,해당없음,분노,툴툴대는,ANGRY,목표를 위해 열심히 공부하는 나한테 친구가 그렇게 해서 달라지는 게 있냐고 한다. 지금부터 천천히 공무원 준비를 하고 있는데 친구가 나중에 해도 된다면서 나를 무시해. 나도 무시하면서 성공하는 모습을 보여주려 해.,Pro_00182,Pro_00182_00010,E11,S02_D02,ANGRY,False,missing-fatigue-keyword
train-043958,train,중년,여성,"직장, 업무 스트레스",해당없음,상처,괴로워하는,TIRED,내가 다니는 회사는 매일 야근을 시켜. 너무 지치고 스트레스야. 심지어 이 회사랑 맞지도 않는 거 같아서 온 게 후회돼. 다른 회사로 갈걸. 다른 회사를 알아봐야 할 것 같아. 일단 이직할 준비를 해야겠다.,Pro_08979,Pro_08979_00005,E48,S10_D02,SAD,True,fatigue+physical-context
train-029663,train,노년,남성,재정,만성질환 무,슬픔,환멸을 느끼는,ANGRY,요새 돈이 부족해서 너무 걱정되고 살기가 싫어. 몸은 아픈 데 없고 아직 힘이 있으니 아르바이트 좀 알아보려고.,Pro_10880,Pro_10880_00029,E29,S13_D02,ANGRY,False,missing-fatigue-keyword
train-004426,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,염세적인,TIRED,회사 다닌 지 삼십 년이 되어가는데 내가 처음 입사했을 때 했던 일을 하라고 하네. 이 나이에 신입이 하는 일들을 하려니 업무가 익숙하지가 않아. 게다가 일도 많아서 몸도 너무 피곤하고. 삼십 년 전에 했던 일을 이 나이에 하니 내가 지금껏 뭘 했나 싶고 그냥 떠나고만 싶네.,Pro_08957,Pro_08957_00015,E26,S10_D02,SAD,True,fatigue+physical-context
train-029810,train,노년,여성,"건강,죽음",만성질환 무,당황,당황,TIRED,건강하다고 생각했는데 요새 몸이 자주 피곤해서 당황스럽네. 육십대 후반이 되어서 그런가? 아직 건강검진을 안 받아봤어. 겨울쯤에 건강검진 받으러 다녀오려고.,Pro_12221,Pro_12221_00001,E50,S11_D02,ANXIOUS,True,fatigue+physical-context
train-014790,train,청년,여성,"진로,취업,직장",해당없음,불안,당혹스러운,ANXIOUS,회사에게 일방적으로 해고통보를 받아서 당혹스러워. 회사에서 해고통보를 받으니까 불안하고 막막해. 왜 해고통보를 받았는지 알아보고 다음 회사에 취직할 때에는 조심해야겠어.,Pro_05366,Pro_05366_00065,E35,S06_D02,ANXIOUS,False,missing-fatigue-keyword
train-014710,train,노년,남성,재정,만성질환 무,불안,걱정스러운,ANXIOUS,기초생활 보장 수급자 신청을 했는데 안 된다고 할까 봐 걱정이 돼. 기초생활비가 안 나오면 당장 먹고 살 길이 막막하거든. 내가 할 수 있는 것은 없어. 결과를 기다릴 뿐이지 뭐.,Pro_10888,Pro_10888_00003,E37,S13_D02,ANXIOUS,False,missing-fatigue-keyword
train-003930,train,청년,여성,대인관계,해당없음,슬픔,비통한,SAD,친구 관계가 틀어져서 너무 힘들어. 믿었던 친구가 배신했어. 내 여자친구랑 바람이 났어.,Pro_05113,Pro_05113_00031,E22,S04_D02,SAD,False,missing-fatigue-keyword
train-010017,train,청년,여성,"진로,취업,직장",해당없음,불안,조심스러운,ANXIOUS,나 이번에 취업했어. 가족들에게 선물을 사주고 싶어. 주변에도 알리고 싶지만 그 부분은 조금 조심스러워. 아직 취업 준비 중인 친구들이 많거든. 맞아. 하지만 시간이 조금 지나면 친구들에게도 말할 기회가 오겠지.,Pro_05369,Pro_05369_00002,E38,S06_D02,ANXIOUS,False,missing-fatigue-keyword
train-032202,train,중년,여성,건강,해당없음,분노,툴툴대는,TIRED,가족이 자꾸 건강 생각해서 운동하라고 잔소리야. 귀찮아 죽겠어. 나는 운동이라면 치를 떠는 사람인데 헬스클럽까지 예약해 놓았다니까. 체력이 좋아진다는데 힘만 들고 운동 갔다 오면 피곤하기만 해.,Pro_08822,Pro_08822_00001,E11,S09_D02,ANGRY,True,fatigue+physical-context
train-033222,train,중년,여성,건강,해당없음,기쁨,안도,CALM,건강 검진 결과가 나왔어. 다행히 결과가 좋아. 앞으로도 이렇게 유지해야지.,Pro_08878,Pro_08878_00002,E67,S09_D02,CALM,False,missing-fatigue-keyword
train-047599,train,청소년,남성,가족관계,해당없음,슬픔,환멸을 느끼는,ANGRY,진로에 대한 의견이 부모님과 달라서 매일 싸워. 그래서 너무 슬퍼. 어떻게 하면 부모님과 의견 차이를 좁힐 수 있을까 고민 중이야. 역시 부모님께 진지하게 내 의견을 전달하는 것이 가장 좋겠어.,Pro_00080,Pro_00080_00031,E29,S01_D02,ANGRY,False,missing-fatigue-keyword
train-006717,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,흥분,HAPPY,남자친구한테 프러포즈 받았어! 오월에 야외에서 결혼식 하면 좋겠어. 결혼해서 빨리 남자친구 닮은 아이 가지면 더 좋겠다.,Pro_05276,Pro_05276_00020,E65,S05_D02,HAPPY,False,missing-fatigue-keyword
